userName,content,score,at,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
Siti Masruroh Bariz,Pinterest memang bisa membantu T-shirt Roblox dan juga GK tau kenapa gitu ya kyk mok aj 🗿👍,5,2025-02-02 06:48:16,Pinterest memang bisa membantu Tshirt Roblox dan juga GK tau kenapa gitu ya kyk mok aj ,pinterest memang bisa membantu tshirt roblox dan juga gk tau kenapa gitu ya kyk mok aj ,pinterest memang bisa membantu tshirt roblox dan juga tidak tau kenapa begitu ya kayak mok saja,"['pinterest', 'memang', 'bisa', 'membantu', 'tshirt', 'roblox', 'dan', 'juga', 'tidak', 'tau', 'kenapa', 'begitu', 'ya', 'kayak', 'mok', 'saja']","['pinterest', 'membantu', 'tshirt', 'roblox', 'tau', 'ya', 'kayak', 'mok']",pinterest bantu tshirt roblox tau ya kayak mok
Icha Andiana,Kurang memuaskan gbisa didowload brkli'pdhl memo nya ud dibersihin+apk yg Laen dh diapusin mff ya tolong kebijakannya,2,2025-02-02 06:05:29,Kurang memuaskan gbisa didowload brklipdhl memo nya ud dibersihinapk yg Laen dh diapusin mff ya tolong kebijakannya,kurang memuaskan gbisa didowload brklipdhl memo nya ud dibersihinapk yg laen dh diapusin mff ya tolong kebijakannya,kurang memuaskan gbisa didowload brklipdhl memo ya sudah dibersihinapk yang lain dah diapusin maaf ya tolong kebijakannya,"['kurang', 'memuaskan', 'gbisa', 'didowload', 'brklipdhl', 'memo', 'ya', 'sudah', 'dibersihinapk', 'yang', 'lain', 'dah', 'diapusin', 'maaf', 'ya', 'tolong', 'kebijakannya']","['memuaskan', 'gbisa', 'didowload', 'brklipdhl', 'memo', 'ya', 'dibersihinapk', 'dah', 'diapusin', 'maaf', 'ya', 'tolong', 'kebijakannya']",muas gbisa didowload brklipdhl memo ya dibersihinapk dah diapusin maaf ya tolong bijak
Bunga Indah sari,Aplikasi nya sangat bagus dan membantu untuk mengecek ataupun mencari gambar gambar yang kita inginkan sesuai dengan kemauan kita sendiri pokoknya bagus deh rekomendasi banget,5,2025-02-02 05:54:09,Aplikasi nya sangat bagus dan membantu untuk mengecek ataupun mencari gambar gambar yang kita inginkan sesuai dengan kemauan kita sendiri pokoknya bagus deh rekomendasi banget,aplikasi nya sangat bagus dan membantu untuk mengecek ataupun mencari gambar gambar yang kita inginkan sesuai dengan kemauan kita sendiri pokoknya bagus deh rekomendasi banget,aplikasi ya sangat bagus dan membantu untuk mengecek ataupun mencari gambar gambar yang kita inginkan sesuai dengan kemauan kita sendiri pokoknya bagus deh rekomendasi banget,"['aplikasi', 'ya', 'sangat', 'bagus', 'dan', 'membantu', 'untuk', 'mengecek', 'ataupun', 'mencari', 'gambar', 'gambar', 'yang', 'kita', 'inginkan', 'sesuai', 'dengan', 'kemauan', 'kita', 'sendiri', 'pokoknya', 'bagus', 'deh', 'rekomendasi', 'banget']","['aplikasi', 'ya', 'bagus', 'membantu', 'mengecek', 'mencari', 'gambar', 'gambar', 'sesuai', 'kemauan', 'pokoknya', 'bagus', 'deh', 'rekomendasi', 'banget']",aplikasi ya bagus bantu ecek cari gambar gambar sesuai mau pokok bagus deh rekomendasi banget
niha maula,tolong di perbaiki karena ketika mencari foto yang lainnya tidak bisa di geser geser seperti dulu 🙏🏻🙏🏻🙏🏻,3,2025-02-02 05:54:03,tolong di perbaiki karena ketika mencari foto yang lainnya tidak bisa di geser geser seperti dulu ,tolong di perbaiki karena ketika mencari foto yang lainnya tidak bisa di geser geser seperti dulu ,tolong di perbaiki karena ketika mencari foto yang lainnya tidak bisa di geser geser seperti dulu,"['tolong', 'di', 'perbaiki', 'karena', 'ketika', 'mencari', 'foto', 'yang', 'lainnya', 'tidak', 'bisa', 'di', 'geser', 'geser', 'seperti', 'dulu']","['tolong', 'perbaiki', 'mencari', 'foto', 'geser', 'geser']",tolong baik cari foto geser geser
Kanza Awala,"Aplikasi ini sangat bagus bisa cari spt wallpaper, reff gambar dll. Tapi tolong jika bisa tambahkan 'terakhir dilihat' karena saat saya mencari reff gambar dan belum sempat saya simpan jika saya mencari gambar tsb itu lagi itu akan kehilangan jejak gambar tsb",4,2025-02-02 05:10:45,Aplikasi ini sangat bagus bisa cari spt wallpaper reff gambar dll Tapi tolong jika bisa tambahkan terakhir dilihat karena saat saya mencari reff gambar dan belum sempat saya simpan jika saya mencari gambar tsb itu lagi itu akan kehilangan jejak gambar tsb,aplikasi ini sangat bagus bisa cari spt wallpaper reff gambar dll tapi tolong jika bisa tambahkan terakhir dilihat karena saat saya mencari reff gambar dan belum sempat saya simpan jika saya mencari gambar tsb itu lagi itu akan kehilangan jejak gambar tsb,aplikasi ini sangat bagus bisa cari seperti wallpaper reff gambar dll tapi tolong jika bisa tambahkan terakhir dilihat karena saat saya mencari reff gambar dan belum sempat saya simpan jika saya mencari gambar tersebut itu lagi itu akan kehilangan jejak gambar tersebut,"['aplikasi', 'ini', 'sangat', 'bagus', 'bisa', 'cari', 'seperti', 'wallpaper', 'reff', 'gambar', 'dll', 'tapi', 'tolong', 'jika', 'bisa', 'tambahkan', 'terakhir', 'dilihat', 'karena', 'saat', 'saya', 'mencari', 'reff', 'gambar', 'dan', 'belum', 'sempat', 'saya', 'simpan', 'jika', 'saya', 'mencari', 'gambar', 'tersebut', 'itu', 'lagi', 'itu', 'akan', 'kehilangan', 'jejak', 'gambar', 'tersebut']","['aplikasi', 'bagus', 'cari', 'wallpaper', 'reff', 'gambar', 'dll', 'tolong', 'tambahkan', 'mencari', 'reff', 'gambar', 'simpan', 'mencari', 'gambar', 'kehilangan', 'jejak', 'gambar']",aplikasi bagus cari wallpaper reff gambar dll tolong tambah cari reff gambar simpan cari gambar hilang jejak gambar
Lidawati,Gak bisa masuk udah aku tulisin tanggal lahir malah salah kenapa sih enggak ada bintang 0 aja,1,2025-02-02 05:04:58,Gak bisa masuk udah aku tulisin tanggal lahir malah salah kenapa sih enggak ada bintang  aja,gak bisa masuk udah aku tulisin tanggal lahir malah salah kenapa sih enggak ada bintang  aja,tidak bisa masuk sudah aku tulisin tanggal lahir malah salah kenapa sih enggak ada bintang saja,"['tidak', 'bisa', 'masuk', 'sudah', 'aku', 'tulisin', 'tanggal', 'lahir', 'malah', 'salah', 'kenapa', 'sih', 'enggak', 'ada', 'bintang', 'saja']","['masuk', 'tulisin', 'tanggal', 'lahir', 'salah', 'sih', 'bintang']",masuk tulisin tanggal lahir salah sih bintang
zara Ketcheee,sangat cocok,5,2025-02-02 04:43:08,sangat cocok,sangat cocok,sangat cocok,"['sangat', 'cocok']",['cocok'],cocok
anggy _chloe,kalo mau nge unduh vidio kok gak bisa? emang dari sananya kah?,5,2025-02-02 04:27:25,kalo mau nge unduh vidio kok gak bisa emang dari sananya kah,kalo mau nge unduh vidio kok gak bisa emang dari sananya kah,kalau mau nge unduh vidio kok tidak bisa memang dari sananya kah,"['kalau', 'mau', 'nge', 'unduh', 'vidio', 'kok', 'tidak', 'bisa', 'memang', 'dari', 'sananya', 'kah']","['nge', 'unduh', 'vidio', 'sananya', 'kah']",nge unduh vidio sana kah
alimuddin muddin,Tidak sopan pelayanannya,2,2025-02-02 03:06:05,Tidak sopan pelayanannya,tidak sopan pelayanannya,tidak sopan pelayanannya,"['tidak', 'sopan', 'pelayanannya']","['sopan', 'pelayanannya']",sopan layan
Alqeez Arifa,Boleh lah tapi lebih baik jika.....,5,2025-02-02 03:05:49,Boleh lah tapi lebih baik jika,boleh lah tapi lebih baik jika,boleh lah tapi lebih baik jika,"['boleh', 'lah', 'tapi', 'lebih', 'baik', 'jika']",[],
Shakila Dewi,Aplikasi nya bagus Tapi lebih baik tangalahirnya bisa diisi,3,2025-02-02 02:43:59,Aplikasi nya bagus Tapi lebih baik tangalahirnya bisa diisi,aplikasi nya bagus tapi lebih baik tangalahirnya bisa diisi,aplikasi ya bagus tapi lebih baik tangalahirnya bisa diisi,"['aplikasi', 'ya', 'bagus', 'tapi', 'lebih', 'baik', 'tangalahirnya', 'bisa', 'diisi']","['aplikasi', 'ya', 'bagus', 'tangalahirnya', 'diisi']",aplikasi ya bagus tangalahirnya isi
Azifa 1,bagus sih tapi gambar yang baru gak ada,5,2025-02-02 02:24:18,bagus sih tapi gambar yang baru gak ada,bagus sih tapi gambar yang baru gak ada,bagus sih tapi gambar yang baru tidak ada,"['bagus', 'sih', 'tapi', 'gambar', 'yang', 'baru', 'tidak', 'ada']","['bagus', 'sih', 'gambar']",bagus sih gambar
aw,Really pissed me off geez. I often (not occasionally) experience errors when opening this application. Please fix it — it's annoying.,1,2025-02-02 02:02:11,Really pissed me off geez I often not occasionally experience errors when opening this application Please fix it  its annoying,really pissed me off geez i often not occasionally experience errors when opening this application please fix it  its annoying,really pissed me off geez i often not occasionally experience errors when opening this application please fix itu its annoying,"['really', 'pissed', 'me', 'off', 'geez', 'i', 'often', 'not', 'occasionally', 'experience', 'errors', 'when', 'opening', 'this', 'application', 'please', 'fix', 'itu', 'its', 'annoying']","['really', 'pissed', 'me', 'off', 'geez', 'i', 'often', 'not', 'occasionally', 'experience', 'errors', 'when', 'opening', 'this', 'application', 'please', 'fix', 'its', 'annoying']",really pissed me off geez i often not occasionally experience errors when opening this application please fix its annoying
Erlina Nurun nisak,Kenapa pas mw daftar pinterest tanggal lahirnya gak bisaaa,4,2025-02-02 02:00:50,Kenapa pas mw daftar pinterest tanggal lahirnya gak bisaaa,kenapa pas mw daftar pinterest tanggal lahirnya gak bisaaa,kenapa pas mau daftar pinterest tanggal lahirnya tidak bisa,"['kenapa', 'pas', 'mau', 'daftar', 'pinterest', 'tanggal', 'lahirnya', 'tidak', 'bisa']","['pas', 'daftar', 'pinterest', 'tanggal', 'lahirnya']",pas daftar pinterest tanggal lahir
Mahyudin Fitrya,"Menurut saya gambar vidio bergerakx sdh bagus 👍👍👍 Cuma sayang vidio bergerakx tidak bisa di simpan di foto dan galeri,masalahx vidio dan gbr bagus buat status di tiktok ok salam jempol👍👍👍",2,2025-02-02 01:48:06,Menurut saya gambar vidio bergerakx sdh bagus  Cuma sayang vidio bergerakx tidak bisa di simpan di foto dan galerimasalahx vidio dan gbr bagus buat status di tiktok ok salam jempol,menurut saya gambar vidio bergerakx sdh bagus  cuma sayang vidio bergerakx tidak bisa di simpan di foto dan galerimasalahx vidio dan gbr bagus buat status di tiktok ok salam jempol,menurut saya gambar vidio bergerakx sudah bagus cuma sayang vidio bergerakx tidak bisa di simpan di foto dan galerimasalahx vidio dan gbr bagus buat status di tiktok ok salam jempol,"['menurut', 'saya', 'gambar', 'vidio', 'bergerakx', 'sudah', 'bagus', 'cuma', 'sayang', 'vidio', 'bergerakx', 'tidak', 'bisa', 'di', 'simpan', 'di', 'foto', 'dan', 'galerimasalahx', 'vidio', 'dan', 'gbr', 'bagus', 'buat', 'status', 'di', 'tiktok', 'ok', 'salam', 'jempol']","['gambar', 'vidio', 'bergerakx', 'bagus', 'sayang', 'vidio', 'bergerakx', 'simpan', 'foto', 'galerimasalahx', 'vidio', 'gbr', 'bagus', 'status', 'tiktok', 'ok', 'salam', 'jempol']",gambar vidio bergerakx bagus sayang vidio bergerakx simpan foto galerimasalahx vidio gbr bagus status tiktok ok salam jempol
Anandita Ricesya,Bagus dan banyak foto penting tetapi disaya pin nya tidak bisa dibuka,3,2025-02-02 01:33:02,Bagus dan banyak foto penting tetapi disaya pin nya tidak bisa dibuka,bagus dan banyak foto penting tetapi disaya pin nya tidak bisa dibuka,bagus dan banyak foto penting tetapi disaya pin ya tidak bisa dibuka,"['bagus', 'dan', 'banyak', 'foto', 'penting', 'tetapi', 'disaya', 'pin', 'ya', 'tidak', 'bisa', 'dibuka']","['bagus', 'foto', 'disaya', 'pin', 'ya', 'dibuka']",bagus foto saya pin ya buka
Umi Saadah,Sangat bagus untuk aku,5,2025-02-02 01:12:54,Sangat bagus untuk aku,sangat bagus untuk aku,sangat bagus untuk aku,"['sangat', 'bagus', 'untuk', 'aku']",['bagus'],bagus
Radio Kill Youtube Star,Kenapa buka pinterest menggunakan wifi sulit terbuka tapi menggunakan provider gsm mudah terbuka,5,2025-02-02 01:01:54,Kenapa buka pinterest menggunakan wifi sulit terbuka tapi menggunakan provider gsm mudah terbuka,kenapa buka pinterest menggunakan wifi sulit terbuka tapi menggunakan provider gsm mudah terbuka,kenapa buka pinterest menggunakan wifi sulit terbuka tapi menggunakan provider gsm mudah terbuka,"['kenapa', 'buka', 'pinterest', 'menggunakan', 'wifi', 'sulit', 'terbuka', 'tapi', 'menggunakan', 'provider', 'gsm', 'mudah', 'terbuka']","['buka', 'pinterest', 'wifi', 'sulit', 'terbuka', 'provider', 'gsm', 'mudah', 'terbuka']",buka pinterest wifi sulit buka provider gsm mudah buka
Gunoto CA,"Aplikasi ini bisa memnantu untuk saya pas lagi gabut, bosen, cari ide, ide nggambar, trs gambaran ku itu jadi lebih bagus dengan adanya aplikasi ini, aku juga cari tau aplikasi rekomendasi buat aku, bisa buat belajar berkreasi sama aku jadi ngak bosen lagi deh, oh iya aplikasi ini juga ada rekomendasi yang pas buat kamu, coba saja sekarang pasti ketagihan Dan isi dari aplikasi ini hanyalah gambar tapi juga ada vidio yg bisa buat kamu jadi lebih mengerti Itu pokoknya pas banget yg suka nggambar",5,2025-02-02 00:30:55,Aplikasi ini bisa memnantu untuk saya pas lagi gabut bosen cari ide ide nggambar trs gambaran ku itu jadi lebih bagus dengan adanya aplikasi ini aku juga cari tau aplikasi rekomendasi buat aku bisa buat belajar berkreasi sama aku jadi ngak bosen lagi deh oh iya aplikasi ini juga ada rekomendasi yang pas buat kamu coba saja sekarang pasti ketagihan Dan isi dari aplikasi ini hanyalah gambar tapi juga ada vidio yg bisa buat kamu jadi lebih mengerti Itu pokoknya pas banget yg suka nggambar,aplikasi ini bisa memnantu untuk saya pas lagi gabut bosen cari ide ide nggambar trs gambaran ku itu jadi lebih bagus dengan adanya aplikasi ini aku juga cari tau aplikasi rekomendasi buat aku bisa buat belajar berkreasi sama aku jadi ngak bosen lagi deh oh iya aplikasi ini juga ada rekomendasi yang pas buat kamu coba saja sekarang pasti ketagihan dan isi dari aplikasi ini hanyalah gambar tapi juga ada vidio yg bisa buat kamu jadi lebih mengerti itu pokoknya pas banget yg suka nggambar,aplikasi ini bisa memnantu untuk saya pas lagi gabut bosan cari ide ide nggambar terus gambaran ku itu jadi lebih bagus dengan adanya aplikasi ini aku juga cari tau aplikasi rekomendasi buat aku bisa buat belajar berkreasi sama aku jadi tidak bosan lagi deh oh iya aplikasi ini juga ada rekomendasi yang pas buat kamu coba saja sekarang pasti ketagihan dan isi dari aplikasi ini hanyalah gambar tapi juga ada vidio yang bisa buat kamu jadi lebih mengerti itu pokoknya pas banget yang suka nggambar,"['aplikasi', 'ini', 'bisa', 'memnantu', 'untuk', 'saya', 'pas', 'lagi', 'gabut', 'bosan', 'cari', 'ide', 'ide', 'nggambar', 'terus', 'gambaran', 'ku', 'itu', 'jadi', 'lebih', 'bagus', 'dengan', 'adanya', 'aplikasi', 'ini', 'aku', 'juga', 'cari', 'tau', 'aplikasi', 'rekomendasi', 'buat', 'aku', 'bisa', 'buat', 'belajar', 'berkreasi', 'sama', 'aku', 'jadi', 'tidak', 'bosan', 'lagi', 'deh', 'oh', 'iya', 'aplikasi', 'ini', 'juga', 'ada', 'rekomendasi', 'yang', 'pas', 'buat', 'kamu', 'coba', 'saja', 'sekarang', 'pasti', 'ketagihan', 'dan', 'isi', 'dari', 'aplikasi', 'ini', 'hanyalah', 'gambar', 'tapi', 'juga', 'ada', 'vidio', 'yang', 'bisa', 'buat', 'kamu', 'jadi', 'lebih', 'mengerti', 'itu', 'pokoknya', 'pas', 'banget', 'yang', 'suka', 'nggambar']","['aplikasi', 'memnantu', 'pas', 'gabut', 'bosan', 'cari', 'ide', 'ide', 'nggambar', 'gambaran', 'ku', 'bagus', 'aplikasi', 'cari', 'tau', 'aplikasi', 'rekomendasi', 'belajar', 'berkreasi', 'bosan', 'deh', 'oh', 'iya', 'aplikasi', 'rekomendasi', 'pas', 'coba', 'ketagihan', 'isi', 'aplikasi', 'gambar', 'vidio', 'mengerti', 'pokoknya', 'pas', 'banget', 'suka', 'nggambar']",aplikasi memnantu pas gabut bosan cari ide ide nggambar gambar ku bagus aplikasi cari tau aplikasi rekomendasi ajar kreasi bosan deh oh iya aplikasi rekomendasi pas coba tagih isi aplikasi gambar vidio erti pokok pas banget suka nggambar
Risma Agustin,Sangat bagus Daan cocok untuk belajar,5,2025-02-01 23:48:40,Sangat bagus Daan cocok untuk belajar,sangat bagus daan cocok untuk belajar,sangat bagus daan cocok untuk belajar,"['sangat', 'bagus', 'daan', 'cocok', 'untuk', 'belajar']","['bagus', 'daan', 'cocok', 'belajar']",bagus daan cocok ajar
Kila Mila,Aplikasinya tu bagus gambarnya jjuga bagus bagud 😊,5,2025-02-01 22:45:31,Aplikasinya tu bagus gambarnya jjuga bagus bagud ,aplikasinya tu bagus gambarnya jjuga bagus bagud ,aplikasinya itu bagus gambarnya jjuga bagus bagud,"['aplikasinya', 'itu', 'bagus', 'gambarnya', 'jjuga', 'bagus', 'bagud']","['aplikasinya', 'bagus', 'gambarnya', 'jjuga', 'bagus', 'bagud']",aplikasi bagus gambar jjuga bagus bagud
rei,"kok aku nggak bisa login ya? padahal sebelumnya sempat install dan bisa login kok, tapi saat di uninstall dan beberapa hari kemudian install lagi nggak bisa login. tolong dong ini gimana. overall sebenernya aplikasinya bagus banget loh.",1,2025-02-01 19:37:58,kok aku nggak bisa login ya padahal sebelumnya sempat install dan bisa login kok tapi saat di uninstall dan beberapa hari kemudian install lagi nggak bisa login tolong dong ini gimana overall sebenernya aplikasinya bagus banget loh,kok aku nggak bisa login ya padahal sebelumnya sempat install dan bisa login kok tapi saat di uninstall dan beberapa hari kemudian install lagi nggak bisa login tolong dong ini gimana overall sebenernya aplikasinya bagus banget loh,kok aku tidak bisa login ya padahal sebelumnya sempat install dan bisa login kok tapi saat di uninstall dan beberapa hari kemudian install lagi tidak bisa login tolong dong ini bagaimana overall sebenarnya aplikasinya bagus banget loh,"['kok', 'aku', 'tidak', 'bisa', 'login', 'ya', 'padahal', 'sebelumnya', 'sempat', 'install', 'dan', 'bisa', 'login', 'kok', 'tapi', 'saat', 'di', 'uninstall', 'dan', 'beberapa', 'hari', 'kemudian', 'install', 'lagi', 'tidak', 'bisa', 'login', 'tolong', 'dong', 'ini', 'bagaimana', 'overall', 'sebenarnya', 'aplikasinya', 'bagus', 'banget', 'loh']","['login', 'ya', 'install', 'login', 'uninstall', 'install', 'login', 'tolong', 'overall', 'aplikasinya', 'bagus', 'banget', 'loh']",login ya install login uninstall install login tolong overall aplikasi bagus banget loh
Gita Melani,"Kenapa kok aku klik koleksi yg aku simpan semuanya hilang, padahal internetku baik² aja dan juga aku tetap bisa cari² gambar tapi saat aku ke profilku, semuanya yg aku simpan koleksiku semuanya gaada cuma kosongan aja. Kenapa ya kirakiraaaa?",5,2025-02-01 18:38:10,Kenapa kok aku klik koleksi yg aku simpan semuanya hilang padahal internetku baik² aja dan juga aku tetap bisa cari² gambar tapi saat aku ke profilku semuanya yg aku simpan koleksiku semuanya gaada cuma kosongan aja Kenapa ya kirakiraaaa,kenapa kok aku klik koleksi yg aku simpan semuanya hilang padahal internetku baik² aja dan juga aku tetap bisa cari² gambar tapi saat aku ke profilku semuanya yg aku simpan koleksiku semuanya gaada cuma kosongan aja kenapa ya kirakiraaaa,kenapa kok aku klik koleksi yang aku simpan semuanya hilang padahal internetku baik² saja dan juga aku tetap bisa cari² gambar tapi saat aku ke profilku semuanya yang aku simpan koleksiku semuanya cuma kosongan saja kenapa ya kirakiraaaa,"['kenapa', 'kok', 'aku', 'klik', 'koleksi', 'yang', 'aku', 'simpan', 'semuanya', 'hilang', 'padahal', 'internetku', 'baik²', 'saja', 'dan', 'juga', 'aku', 'tetap', 'bisa', 'cari²', 'gambar', 'tapi', 'saat', 'aku', 'ke', 'profilku', 'semuanya', 'yang', 'aku', 'simpan', 'koleksiku', 'semuanya', 'cuma', 'kosongan', 'saja', 'kenapa', 'ya', 'kirakiraaaa']","['klik', 'koleksi', 'simpan', 'hilang', 'internetku', 'baik²', 'cari²', 'gambar', 'profilku', 'simpan', 'koleksiku', 'kosongan', 'ya', 'kirakiraaaa']",klik koleksi simpan hilang internetku baik cari gambar profil simpan koleksi kosong ya kirakiraaaa
Teny Karmiliani,"bgus , tpi kdang nge blur ftony",4,2025-02-01 18:21:04,bgus  tpi kdang nge blur ftony,bgus  tpi kdang nge blur ftony,bagus tapi kadang nge blur ftony,"['bagus', 'tapi', 'kadang', 'nge', 'blur', 'ftony']","['bagus', 'kadang', 'nge', 'blur', 'ftony']",bagus kadang nge blur ftony
Dody Serie,Bagus buat masukan para photographer,5,2025-02-01 16:41:59,Bagus buat masukan para photographer,bagus buat masukan para photographer,bagus buat masukan para photographer,"['bagus', 'buat', 'masukan', 'para', 'photographer']","['bagus', 'masukan', 'photographer']",bagus masuk photographer
N,"Pas gua mau login lemot gk ngotak padahal jaringan 4G trs sinyal ok, pas gua tutup malah ada notif, pinterest mengunakan komsusi data tidak wajar, sampe 100MB padahal gua blm liat gambat",1,2025-02-01 16:08:03,Pas gua mau login lemot gk ngotak padahal jaringan G trs sinyal ok pas gua tutup malah ada notif pinterest mengunakan komsusi data tidak wajar sampe MB padahal gua blm liat gambat,pas gua mau login lemot gk ngotak padahal jaringan g trs sinyal ok pas gua tutup malah ada notif pinterest mengunakan komsusi data tidak wajar sampe mb padahal gua blm liat gambat,pas gua mau login lemot tidak ngotak padahal jaringan tidak terus sinyal ok pas gua tutup malah ada notif pinterest mengunakan komsusi data tidak wajar sampai mbak padahal gua belum lihat gambat,"['pas', 'gua', 'mau', 'login', 'lemot', 'tidak', 'ngotak', 'padahal', 'jaringan', 'tidak', 'terus', 'sinyal', 'ok', 'pas', 'gua', 'tutup', 'malah', 'ada', 'notif', 'pinterest', 'mengunakan', 'komsusi', 'data', 'tidak', 'wajar', 'sampai', 'mbak', 'padahal', 'gua', 'belum', 'lihat', 'gambat']","['pas', 'gua', 'login', 'lemot', 'ngotak', 'jaringan', 'sinyal', 'ok', 'pas', 'gua', 'tutup', 'notif', 'pinterest', 'mengunakan', 'komsusi', 'data', 'wajar', 'mbak', 'gua', 'lihat', 'gambat']",pas gua login lot ngotak jaring sinyal ok pas gua tutup notif pinterest mengunakan komsusi data wajar mbak gua lihat gambat
Itus Yuyu,Aplikasi ini sangat berguna dan tidak ada iklan,5,2025-02-01 14:30:11,Aplikasi ini sangat berguna dan tidak ada iklan,aplikasi ini sangat berguna dan tidak ada iklan,aplikasi ini sangat berguna dan tidak ada iklan,"['aplikasi', 'ini', 'sangat', 'berguna', 'dan', 'tidak', 'ada', 'iklan']","['aplikasi', 'berguna', 'iklan']",aplikasi guna iklan
Ningsi Pakpahan,"gini ya, apk ini ngebantu banget buat anak sekolah. soalnya kalau disuruh ngegambar sama guru, apk ini berguna bngt buat cari referensi, love bngt sama apk ini, selama gue pake ga ada sedikitpun bug. tapi semoga ke depannya jadi lebih baik yaww 🧚‍♀️🤩",5,2025-02-01 13:34:59,gini ya apk ini ngebantu banget buat anak sekolah soalnya kalau disuruh ngegambar sama guru apk ini berguna bngt buat cari referensi love bngt sama apk ini selama gue pake ga ada sedikitpun bug tapi semoga ke depannya jadi lebih baik yaww ,gini ya apk ini ngebantu banget buat anak sekolah soalnya kalau disuruh ngegambar sama guru apk ini berguna bngt buat cari referensi love bngt sama apk ini selama gue pake ga ada sedikitpun bug tapi semoga ke depannya jadi lebih baik yaww ,begini ya apk ini membantu banget buat anak sekolah soalnya kalau disuruh ngegambar sama guru apk ini berguna banget buat cari referensi love banget sama apk ini selama gue pakai tidak ada sedikitpun bug tapi semoga ke depannya jadi lebih baik yaww,"['begini', 'ya', 'apk', 'ini', 'membantu', 'banget', 'buat', 'anak', 'sekolah', 'soalnya', 'kalau', 'disuruh', 'ngegambar', 'sama', 'guru', 'apk', 'ini', 'berguna', 'banget', 'buat', 'cari', 'referensi', 'love', 'banget', 'sama', 'apk', 'ini', 'selama', 'gue', 'pakai', 'tidak', 'ada', 'sedikitpun', 'bug', 'tapi', 'semoga', 'ke', 'depannya', 'jadi', 'lebih', 'baik', 'yaww']","['ya', 'apk', 'membantu', 'banget', 'anak', 'sekolah', 'disuruh', 'ngegambar', 'guru', 'apk', 'berguna', 'banget', 'cari', 'referensi', 'love', 'banget', 'apk', 'gue', 'pakai', 'sedikitpun', 'bug', 'semoga', 'depannya', 'yaww']",ya apk bantu banget anak sekolah suruh ngegambar guru apk guna banget cari referensi love banget apk gue pakai sedikit bug moga depan yaww
Ilham wirawan,Ini nggak enak malah salah semua aku pernah loh salah lagi,1,2025-02-01 12:58:45,Ini nggak enak malah salah semua aku pernah loh salah lagi,ini nggak enak malah salah semua aku pernah loh salah lagi,ini tidak enak malah salah semua aku pernah loh salah lagi,"['ini', 'tidak', 'enak', 'malah', 'salah', 'semua', 'aku', 'pernah', 'loh', 'salah', 'lagi']","['enak', 'salah', 'loh', 'salah']",enak salah loh salah
Alman Muftih,Saya tidak bisa masuk karna tanggal lahir saya sudah memasukkan tanggal lahir tetapi tidak bisa,1,2025-02-01 12:55:54,Saya tidak bisa masuk karna tanggal lahir saya sudah memasukkan tanggal lahir tetapi tidak bisa,saya tidak bisa masuk karna tanggal lahir saya sudah memasukkan tanggal lahir tetapi tidak bisa,saya tidak bisa masuk karena tanggal lahir saya sudah memasukkan tanggal lahir tetapi tidak bisa,"['saya', 'tidak', 'bisa', 'masuk', 'karena', 'tanggal', 'lahir', 'saya', 'sudah', 'memasukkan', 'tanggal', 'lahir', 'tetapi', 'tidak', 'bisa']","['masuk', 'tanggal', 'lahir', 'memasukkan', 'tanggal', 'lahir']",masuk tanggal lahir masuk tanggal lahir
Jalal Ludin,OK!!!,5,2025-02-01 12:20:11,OK,ok,ok,['ok'],['ok'],ok
Oliv Sisilia,bagus bangettttttttt,5,2025-02-01 12:14:21,bagus bangettttttttt,bagus bangettttttttt,bagus bangettttttttt,"['bagus', 'bangettttttttt']","['bagus', 'bangettttttttt']",bagus bangettttttttt
Yohanes Plolo,🤓🤓🤓,1,2025-02-01 10:49:37,,,,[],[],
Satria Chat,aku gk suka pinterest soalnya klo kita masukin tanggal lahir kita yang asli pasti gk memenuhi syarat,2,2025-02-01 09:20:57,aku gk suka pinterest soalnya klo kita masukin tanggal lahir kita yang asli pasti gk memenuhi syarat,aku gk suka pinterest soalnya klo kita masukin tanggal lahir kita yang asli pasti gk memenuhi syarat,aku tidak suka pinterest soalnya kalau kita memasuki tanggal lahir kita yang asli pasti tidak memenuhi syarat,"['aku', 'tidak', 'suka', 'pinterest', 'soalnya', 'kalau', 'kita', 'memasuki', 'tanggal', 'lahir', 'kita', 'yang', 'asli', 'pasti', 'tidak', 'memenuhi', 'syarat']","['suka', 'pinterest', 'memasuki', 'tanggal', 'lahir', 'asli', 'memenuhi', 'syarat']",suka pinterest pasuk tanggal lahir asli penuh syarat
Naura Salsabilla,Karena aku sudah menulis tanggal lahirku yang sudah benar malahan aku gak di bolehin masuk ke penterest,1,2025-02-01 08:21:23,Karena aku sudah menulis tanggal lahirku yang sudah benar malahan aku gak di bolehin masuk ke penterest,karena aku sudah menulis tanggal lahirku yang sudah benar malahan aku gak di bolehin masuk ke penterest,karena aku sudah menulis tanggal lahirku yang sudah benar malahan aku tidak di bolehin masuk ke penterest,"['karena', 'aku', 'sudah', 'menulis', 'tanggal', 'lahirku', 'yang', 'sudah', 'benar', 'malahan', 'aku', 'tidak', 'di', 'bolehin', 'masuk', 'ke', 'penterest']","['menulis', 'tanggal', 'lahirku', 'bolehin', 'masuk', 'penterest']",tulis tanggal lahir bolehin masuk penterest
