at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-01-22 06:36:44,arsyila Putri,5,Aplikasi nya baguss saya menggunakan aplikasi ini untuk membuat t-shirt di Roblox awal nyn cmn coba2 ternyata baguss jd buruan download biar bisa kembaran t-shirt sm akuu,Aplikasi nya baguss saya menggunakan aplikasi ini untuk membuat tshirt di Roblox awal nyn cmn coba ternyata baguss jd buruan download biar bisa kembaran tshirt sm akuu,aplikasi nya baguss saya menggunakan aplikasi ini untuk membuat tshirt di roblox awal nyn cmn coba ternyata baguss jd buruan download biar bisa kembaran tshirt sm akuu,aplikasi ya bagus saya menggunakan aplikasi ini untuk membuat tshirt di roblox awal nyn cuman coba ternyata bagus jadi buruan download biar bisa kembaran tshirt sama aku,"['aplikasi', 'ya', 'bagus', 'saya', 'menggunakan', 'aplikasi', 'ini', 'untuk', 'membuat', 'tshirt', 'di', 'roblox', 'awal', 'nyn', 'cuman', 'coba', 'ternyata', 'bagus', 'jadi', 'buruan', 'download', 'biar', 'bisa', 'kembaran', 'tshirt', 'sama', 'aku']","['aplikasi', 'ya', 'bagus', 'aplikasi', 'tshirt', 'roblox', 'nyn', 'cuman', 'coba', 'bagus', 'buruan', 'download', 'biar', 'kembaran', 'tshirt']",aplikasi ya bagus aplikasi tshirt roblox nyn cuman coba bagus buru download biar kembar tshirt
2025-01-22 05:32:18,Edward Robinson,3,Di hp vivo kok gak ada ya ?,Di hp vivo kok gak ada ya ,di hp vivo kok gak ada ya ,di hp vivo kok tidak ada ya,"['di', 'hp', 'vivo', 'kok', 'tidak', 'ada', 'ya']","['hp', 'vivo', 'ya']",hp vivo ya
2025-01-22 05:16:57,Naura Gunawan,4,Aplikasi ini sangat bagus dan juga sanagat lengkap berbagai macam foto²,Aplikasi ini sangat bagus dan juga sanagat lengkap berbagai macam foto,aplikasi ini sangat bagus dan juga sanagat lengkap berbagai macam foto,aplikasi ini sangat bagus dan juga sanagat lengkap berbagai macam foto,"['aplikasi', 'ini', 'sangat', 'bagus', 'dan', 'juga', 'sanagat', 'lengkap', 'berbagai', 'macam', 'foto']","['aplikasi', 'bagus', 'sanagat', 'lengkap', 'foto']",aplikasi bagus sanagat lengkap foto
2025-01-22 05:06:06,Devion Spectre,1,"SOOO MANY FAKE ARTISTS AND THEIR AI ""ART"" 🤮🤮🤮🤮🤮🤮🤮",SOOO MANY FAKE ARTISTS AND THEIR AI ART ,sooo many fake artists and their ai art ,sooo many fake artists and their ai art,"['sooo', 'many', 'fake', 'artists', 'and', 'their', 'ai', 'art']","['sooo', 'many', 'fake', 'artists', 'and', 'their', 'ai', 'art']",sooo many fake artists and their ai art
2025-01-22 04:40:26,Queenella Nuna Callysta,4,aplikasi ini sangat bagus bisa untuk kalian pembuat pov yg lagi mencari gambar seseorang idol kpop atau pun yg lainnya,aplikasi ini sangat bagus bisa untuk kalian pembuat pov yg lagi mencari gambar seseorang idol kpop atau pun yg lainnya,aplikasi ini sangat bagus bisa untuk kalian pembuat pov yg lagi mencari gambar seseorang idol kpop atau pun yg lainnya,aplikasi ini sangat bagus bisa untuk kalian pembuat pov yang lagi mencari gambar seseorang idol kpop atau pun yang lainnya,"['aplikasi', 'ini', 'sangat', 'bagus', 'bisa', 'untuk', 'kalian', 'pembuat', 'pov', 'yang', 'lagi', 'mencari', 'gambar', 'seseorang', 'idol', 'kpop', 'atau', 'pun', 'yang', 'lainnya']","['aplikasi', 'bagus', 'pembuat', 'pov', 'mencari', 'gambar', 'idol', 'kpop']",aplikasi bagus buat pov cari gambar idol kpop
2025-01-22 04:17:41,Olil Olil,5,Ok bagus.. mudah mudahan bisa membantu,Ok bagus mudah mudahan bisa membantu,ok bagus mudah mudahan bisa membantu,ok bagus mudah mudahan bisa membantu,"['ok', 'bagus', 'mudah', 'mudahan', 'bisa', 'membantu']","['ok', 'bagus', 'mudah', 'mudahan', 'membantu']",ok bagus mudah mudah bantu
2025-01-22 04:01:40,Moon Child,4,Ini kenapa geh pinterest gue loading mulu padahal sinyal bagus udah di bersihin chacenya ttp aja anjir mau pembaruannya juga agak ragu,Ini kenapa geh pinterest gue loading mulu padahal sinyal bagus udah di bersihin chacenya ttp aja anjir mau pembaruannya juga agak ragu,ini kenapa geh pinterest gue loading mulu padahal sinyal bagus udah di bersihin chacenya ttp aja anjir mau pembaruannya juga agak ragu,ini kenapa gih pinterest gue loading mulu padahal sinyal bagus sudah di bersihin chacenya tetap saja anjir mau pembaruannya juga agak ragu,"['ini', 'kenapa', 'gih', 'pinterest', 'gue', 'loading', 'mulu', 'padahal', 'sinyal', 'bagus', 'sudah', 'di', 'bersihin', 'chacenya', 'tetap', 'saja', 'anjir', 'mau', 'pembaruannya', 'juga', 'agak', 'ragu']","['gih', 'pinterest', 'gue', 'loading', 'mulu', 'sinyal', 'bagus', 'bersihin', 'chacenya', 'anjir', 'pembaruannya', 'ragu']",gih pinterest gue loading mulu sinyal bagus bersihin chacenya anjir baru ragu
2025-01-22 02:11:18,Meliya Antania,4,bagusss membantuu,bagusss membantuu,bagusss membantuu,bagus membantuu,"['bagus', 'membantuu']","['bagus', 'membantuu']",bagus membantuu
2025-01-21 23:48:21,Faiziz Zakaria,5,Buat lihat tobrut,Buat lihat tobrut,buat lihat tobrut,buat lihat tobrut,"['buat', 'lihat', 'tobrut']","['lihat', 'tobrut']",lihat tobrut
2025-01-21 16:06:47,Sunardi Ba,4,Terima kasih informasinya,Terima kasih informasinya,terima kasih informasinya,terima kasih informasinya,"['terima', 'kasih', 'informasinya']","['terima', 'kasih', 'informasinya']",terima kasih informasi
2025-01-21 14:50:27,Jizelle Maeve,3,ya bagus sih dipake tapi kok waktu delete trus download lagi gabisa log in ya?,ya bagus sih dipake tapi kok waktu delete trus download lagi gabisa log in ya,ya bagus sih dipake tapi kok waktu delete trus download lagi gabisa log in ya,ya bagus sih dipakai tapi kok waktu delete terus download lagi log ini ya,"['ya', 'bagus', 'sih', 'dipakai', 'tapi', 'kok', 'waktu', 'delete', 'terus', 'download', 'lagi', 'log', 'ini', 'ya']","['ya', 'bagus', 'sih', 'dipakai', 'delete', 'download', 'log', 'ya']",ya bagus sih pakai delete download log ya
2025-01-21 14:04:00,Karin Purba,5,Aplikasinya bagus bgt dan bisa liat foto2 yg estetikkk!!! 😆😆😆,Aplikasinya bagus bgt dan bisa liat foto yg estetikkk ,aplikasinya bagus bgt dan bisa liat foto yg estetikkk ,aplikasinya bagus banget dan bisa lihat foto yang estetikkk,"['aplikasinya', 'bagus', 'banget', 'dan', 'bisa', 'lihat', 'foto', 'yang', 'estetikkk']","['aplikasinya', 'bagus', 'banget', 'lihat', 'foto', 'estetikkk']",aplikasi bagus banget lihat foto estetikkk
2025-01-21 13:49:52,Su Pani,4,Bagusssss,Bagusssss,bagusssss,bagusssss,['bagusssss'],['bagusssss'],bagusssss
2025-01-21 12:54:51,Zakira Zakirazahra,2,Gak guna pas mau masuk tanggal lahir udah coba yg bener malah salah Mulu GK di bolehin dan katanya kayak tidak memenuhi syarat padahal sandi udh email udh tanggal lahir udah bener salah apa nya cba perbaiki lagi dong aplikasi ny.,Gak guna pas mau masuk tanggal lahir udah coba yg bener malah salah Mulu GK di bolehin dan katanya kayak tidak memenuhi syarat padahal sandi udh email udh tanggal lahir udah bener salah apa nya cba perbaiki lagi dong aplikasi ny,gak guna pas mau masuk tanggal lahir udah coba yg bener malah salah mulu gk di bolehin dan katanya kayak tidak memenuhi syarat padahal sandi udh email udh tanggal lahir udah bener salah apa nya cba perbaiki lagi dong aplikasi ny,tidak guna pas mau masuk tanggal lahir sudah coba yang benar malah salah mulu tidak di bolehin dan katanya kayak tidak memenuhi syarat padahal sandi sudah email sudah tanggal lahir sudah benar salah apa ya coba perbaiki lagi dong aplikasi nya,"['tidak', 'guna', 'pas', 'mau', 'masuk', 'tanggal', 'lahir', 'sudah', 'coba', 'yang', 'benar', 'malah', 'salah', 'mulu', 'tidak', 'di', 'bolehin', 'dan', 'katanya', 'kayak', 'tidak', 'memenuhi', 'syarat', 'padahal', 'sandi', 'sudah', 'email', 'sudah', 'tanggal', 'lahir', 'sudah', 'benar', 'salah', 'apa', 'ya', 'coba', 'perbaiki', 'lagi', 'dong', 'aplikasi', 'nya']","['pas', 'masuk', 'tanggal', 'lahir', 'coba', 'salah', 'mulu', 'bolehin', 'kayak', 'memenuhi', 'syarat', 'sandi', 'email', 'tanggal', 'lahir', 'salah', 'ya', 'coba', 'perbaiki', 'aplikasi', 'nya']",pas masuk tanggal lahir coba salah mulu bolehin kayak penuh syarat sandi email tanggal lahir salah ya coba baik aplikasi nya
2025-01-21 12:52:34,Marsya,5,Woyy aplikasi bagus sekali bisa cari foto atau video sesuka kita,Woyy aplikasi bagus sekali bisa cari foto atau video sesuka kita,woyy aplikasi bagus sekali bisa cari foto atau video sesuka kita,woyy aplikasi bagus sekali bisa cari foto atau video sesuka kita,"['woyy', 'aplikasi', 'bagus', 'sekali', 'bisa', 'cari', 'foto', 'atau', 'video', 'sesuka', 'kita']","['woyy', 'aplikasi', 'bagus', 'cari', 'foto', 'video', 'sesuka']",woyy aplikasi bagus cari foto video suka
2025-01-21 12:39:52,Kasmiati rahmallaila,5,Bagus deh pokoknya,Bagus deh pokoknya,bagus deh pokoknya,bagus deh pokoknya,"['bagus', 'deh', 'pokoknya']","['bagus', 'deh', 'pokoknya']",bagus deh pokok
2025-01-21 11:59:34,Budi Rosoan,5,bagus aja jangan berharap dikasih nilai jelek,bagus aja jangan berharap dikasih nilai jelek,bagus aja jangan berharap dikasih nilai jelek,bagus saja jangan berharap dikasih nilai jelek,"['bagus', 'saja', 'jangan', 'berharap', 'dikasih', 'nilai', 'jelek']","['bagus', 'berharap', 'dikasih', 'nilai', 'jelek']",bagus harap kasih nilai jelek
2025-01-21 10:27:54,Wanodya,1,"kenapa saya tidak bisa membuka aplikasinya?? saya login menggunakan akun apa saja pun tetap tidak dapat login. pinterest web pun juga begitu.. di handphone dan laptop sama-sama error, tapi device lain baik-baik saja. tolong segera diperbaiki.",kenapa saya tidak bisa membuka aplikasinya saya login menggunakan akun apa saja pun tetap tidak dapat login pinterest web pun juga begitu di handphone dan laptop samasama error tapi device lain baikbaik saja tolong segera diperbaiki,kenapa saya tidak bisa membuka aplikasinya saya login menggunakan akun apa saja pun tetap tidak dapat login pinterest web pun juga begitu di handphone dan laptop samasama error tapi device lain baikbaik saja tolong segera diperbaiki,kenapa saya tidak bisa membuka aplikasinya saya login menggunakan akun apa saja pun tetap tidak dapat login pinterest web pun juga begitu di handphone dan laptop samasama error tapi device lain baikbaik saja tolong segera diperbaiki,"['kenapa', 'saya', 'tidak', 'bisa', 'membuka', 'aplikasinya', 'saya', 'login', 'menggunakan', 'akun', 'apa', 'saja', 'pun', 'tetap', 'tidak', 'dapat', 'login', 'pinterest', 'web', 'pun', 'juga', 'begitu', 'di', 'handphone', 'dan', 'laptop', 'samasama', 'error', 'tapi', 'device', 'lain', 'baikbaik', 'saja', 'tolong', 'segera', 'diperbaiki']","['membuka', 'aplikasinya', 'login', 'akun', 'login', 'pinterest', 'web', 'handphone', 'laptop', 'samasama', 'error', 'device', 'baikbaik', 'tolong', 'diperbaiki']",buka aplikasi login akun login pinterest web handphone laptop samasama error device baikbaik tolong baik
2025-01-21 10:06:27,Tataro Tataro,1,Dari dulu sih bisa sekarang kenapa gk bisa sih cari reff buat gambar susah!,Dari dulu sih bisa sekarang kenapa gk bisa sih cari reff buat gambar susah,dari dulu sih bisa sekarang kenapa gk bisa sih cari reff buat gambar susah,dari dulu sih bisa sekarang kenapa tidak bisa sih cari reff buat gambar susah,"['dari', 'dulu', 'sih', 'bisa', 'sekarang', 'kenapa', 'tidak', 'bisa', 'sih', 'cari', 'reff', 'buat', 'gambar', 'susah']","['sih', 'sih', 'cari', 'reff', 'gambar', 'susah']",sih sih cari reff gambar susah
2025-01-21 09:09:22,Cecep Soedarso,5,Pinterest lebih lengkap dan obyektif,Pinterest lebih lengkap dan obyektif,pinterest lebih lengkap dan obyektif,pinterest lebih lengkap dan obyektif,"['pinterest', 'lebih', 'lengkap', 'dan', 'obyektif']","['pinterest', 'lengkap', 'obyektif']",pinterest lengkap obyektif
2025-01-21 08:43:08,Dika Agustira,5,Sumpah ini Apk favorit sih buat cari inspirasi! Desain nya itu loh simpel dan keren keren bikin Aku betah banget pake Apk ini,Sumpah ini Apk favorit sih buat cari inspirasi Desain nya itu loh simpel dan keren keren bikin Aku betah banget pake Apk ini,sumpah ini apk favorit sih buat cari inspirasi desain nya itu loh simpel dan keren keren bikin aku betah banget pake apk ini,sumpah ini apk favorit sih buat cari inspirasi desain ya itu loh simpel dan keren keren bikin aku betah banget pakai apk ini,"['sumpah', 'ini', 'apk', 'favorit', 'sih', 'buat', 'cari', 'inspirasi', 'desain', 'ya', 'itu', 'loh', 'simpel', 'dan', 'keren', 'keren', 'bikin', 'aku', 'betah', 'banget', 'pakai', 'apk', 'ini']","['sumpah', 'apk', 'favorit', 'sih', 'cari', 'inspirasi', 'desain', 'ya', 'loh', 'simpel', 'keren', 'keren', 'bikin', 'betah', 'banget', 'pakai', 'apk']",sumpah apk favorit sih cari inspirasi desain ya loh simpel keren keren bikin betah banget pakai apk
2025-01-21 08:11:12,Bang Cen,3,"Ini pinterest bagus, tapi waktu lagi scroll scroll nyari setup, tiba tiba ada kesahalan, gambarnya ga muncul, searching juga gabisa, akhirnya uninstall, pas di install lagi malah gabisa login, pake e-mail kah google ataupun masuk lewat facebook dengan keterangan ""kami sedang mengalami masalah, coba lagi. "" Udah di tunggu berhari hari ttp aja gabisa",Ini pinterest bagus tapi waktu lagi scroll scroll nyari setup tiba tiba ada kesahalan gambarnya ga muncul searching juga gabisa akhirnya uninstall pas di install lagi malah gabisa login pake email kah google ataupun masuk lewat facebook dengan keterangan kami sedang mengalami masalah coba lagi  Udah di tunggu berhari hari ttp aja gabisa,ini pinterest bagus tapi waktu lagi scroll scroll nyari setup tiba tiba ada kesahalan gambarnya ga muncul searching juga gabisa akhirnya uninstall pas di install lagi malah gabisa login pake email kah google ataupun masuk lewat facebook dengan keterangan kami sedang mengalami masalah coba lagi  udah di tunggu berhari hari ttp aja gabisa,ini pinterest bagus tapi waktu lagi scroll scroll mencari setup tiba tiba ada kesahalan gambarnya tidak muncul searching juga akhirnya uninstall pas di install lagi malah login pakai email kah google ataupun masuk lewat facebook dengan keterangan kami sedang mengalami masalah coba lagi sudah di tunggu berhari hari tetap saja,"['ini', 'pinterest', 'bagus', 'tapi', 'waktu', 'lagi', 'scroll', 'scroll', 'mencari', 'setup', 'tiba', 'tiba', 'ada', 'kesahalan', 'gambarnya', 'tidak', 'muncul', 'searching', 'juga', 'akhirnya', 'uninstall', 'pas', 'di', 'install', 'lagi', 'malah', 'login', 'pakai', 'email', 'kah', 'google', 'ataupun', 'masuk', 'lewat', 'facebook', 'dengan', 'keterangan', 'kami', 'sedang', 'mengalami', 'masalah', 'coba', 'lagi', 'sudah', 'di', 'tunggu', 'berhari', 'hari', 'tetap', 'saja']","['pinterest', 'bagus', 'scroll', 'scroll', 'mencari', 'setup', 'kesahalan', 'gambarnya', 'muncul', 'searching', 'uninstall', 'pas', 'install', 'login', 'pakai', 'email', 'kah', 'google', 'masuk', 'facebook', 'keterangan', 'mengalami', 'coba', 'tunggu', 'berhari']",pinterest bagus scroll scroll cari setup kesahalan gambar muncul searching uninstall pas install login pakai email kah google masuk facebook terang alami coba tunggu hari
2025-01-21 08:00:55,Enjel Kristiani Laoli,5,"Saya sangat suka dengan aplikasi ini^^, semangat pinterest",Saya sangat suka dengan aplikasi ini semangat pinterest,saya sangat suka dengan aplikasi ini semangat pinterest,saya sangat suka dengan aplikasi ini semangat pinterest,"['saya', 'sangat', 'suka', 'dengan', 'aplikasi', 'ini', 'semangat', 'pinterest']","['suka', 'aplikasi', 'semangat', 'pinterest']",suka aplikasi semangat pinterest
2025-01-21 07:02:40,Indah Agnes,2,"pinterest kalian error ngga guys? maksudnya tuh kayak pas mau search itu error, padahal wifi/kuota aman aman aja kok, pas aku download ulang tetep aja kayak gitu, minta tolong ya pinterest",pinterest kalian error ngga guys maksudnya tuh kayak pas mau search itu error padahal wifikuota aman aman aja kok pas aku download ulang tetep aja kayak gitu minta tolong ya pinterest,pinterest kalian error ngga guys maksudnya tuh kayak pas mau search itu error padahal wifikuota aman aman aja kok pas aku download ulang tetep aja kayak gitu minta tolong ya pinterest,pinterest kalian error tidak guys maksudnya tuh kayak pas mau search itu error padahal wifikuota aman aman saja kok pas aku download ulang tetap saja kayak begitu meminta tolong ya pinterest,"['pinterest', 'kalian', 'error', 'tidak', 'guys', 'maksudnya', 'tuh', 'kayak', 'pas', 'mau', 'search', 'itu', 'error', 'padahal', 'wifikuota', 'aman', 'aman', 'saja', 'kok', 'pas', 'aku', 'download', 'ulang', 'tetap', 'saja', 'kayak', 'begitu', 'meminta', 'tolong', 'ya', 'pinterest']","['pinterest', 'error', 'guys', 'maksudnya', 'tuh', 'kayak', 'pas', 'search', 'error', 'wifikuota', 'aman', 'aman', 'pas', 'download', 'ulang', 'kayak', 'tolong', 'ya', 'pinterest']",pinterest error guys maksud tuh kayak pas search error wifikuota aman aman pas download ulang kayak tolong ya pinterest
2025-01-21 06:49:01,Natalie Paula,5,Dapat menjadi ide untuk renovasi rumah,Dapat menjadi ide untuk renovasi rumah,dapat menjadi ide untuk renovasi rumah,dapat menjadi ide untuk renovasi rumah,"['dapat', 'menjadi', 'ide', 'untuk', 'renovasi', 'rumah']","['ide', 'renovasi', 'rumah']",ide renovasi rumah
2025-01-21 06:33:52,Aninda Meysha,1,Katanya suruh masukin usia sendiri aku udh masukin ko gbisa,Katanya suruh masukin usia sendiri aku udh masukin ko gbisa,katanya suruh masukin usia sendiri aku udh masukin ko gbisa,katanya suruh memasuki usia sendiri aku sudah memasuki kok gbisa,"['katanya', 'suruh', 'memasuki', 'usia', 'sendiri', 'aku', 'sudah', 'memasuki', 'kok', 'gbisa']","['suruh', 'memasuki', 'usia', 'memasuki', 'gbisa']",suruh pasuk usia pasuk gbisa
2025-01-21 06:29:14,Koi Brutal,1,"Banyak gambar telanjang, jangan di download guys😱",Banyak gambar telanjang jangan di download guys,banyak gambar telanjang jangan di download guys,banyak gambar telanjang jangan di download guys,"['banyak', 'gambar', 'telanjang', 'jangan', 'di', 'download', 'guys']","['gambar', 'telanjang', 'download', 'guys']",gambar telanjang download guys
2025-01-21 06:00:59,Gus Tina,1,"Padahal aku udh pakek tanggal lahir ku yg asli, knp masih enggak bisa hah?!!!",Padahal aku udh pakek tanggal lahir ku yg asli knp masih enggak bisa hah,padahal aku udh pakek tanggal lahir ku yg asli knp masih enggak bisa hah,padahal aku sudah pakai tanggal lahir ku yang asli kenapa masih enggak bisa hah,"['padahal', 'aku', 'sudah', 'pakai', 'tanggal', 'lahir', 'ku', 'yang', 'asli', 'kenapa', 'masih', 'enggak', 'bisa', 'hah']","['pakai', 'tanggal', 'lahir', 'ku', 'asli', 'hah']",pakai tanggal lahir ku asli hah
2025-01-21 04:03:19,Widia Widia,1,apk nya jelek banget🙄🙄,apk nya jelek banget,apk nya jelek banget,apk ya jelek banget,"['apk', 'ya', 'jelek', 'banget']","['apk', 'ya', 'jelek', 'banget']",apk ya jelek banget
2025-01-21 02:22:57,Orang Bijak,5,"Apl ini udah sangat membantu dan fitur fitur yang ada sudah lumayan banyak dan ini sangat bagus untuk Ada yang ingin mencari inspirasi atau hanya menyimpan foto yang anda miliki. Ada satu Kendal ya itu masalah pelanggaran foto yang di nonaktifkan seharusnya yang terkena pelanggaran hanyalah pengupload pin/foto, menurut saya ini sangat merugikan karena bisa saja akun yang bukan pengupload terkena banned. Jadi saran saya pin yang terkena pelanggaran di hapus saja dan pengupload pin kena sangsinya",Apl ini udah sangat membantu dan fitur fitur yang ada sudah lumayan banyak dan ini sangat bagus untuk Ada yang ingin mencari inspirasi atau hanya menyimpan foto yang anda miliki Ada satu Kendal ya itu masalah pelanggaran foto yang di nonaktifkan seharusnya yang terkena pelanggaran hanyalah pengupload pinfoto menurut saya ini sangat merugikan karena bisa saja akun yang bukan pengupload terkena banned Jadi saran saya pin yang terkena pelanggaran di hapus saja dan pengupload pin kena sangsinya,apl ini udah sangat membantu dan fitur fitur yang ada sudah lumayan banyak dan ini sangat bagus untuk ada yang ingin mencari inspirasi atau hanya menyimpan foto yang anda miliki ada satu kendal ya itu masalah pelanggaran foto yang di nonaktifkan seharusnya yang terkena pelanggaran hanyalah pengupload pinfoto menurut saya ini sangat merugikan karena bisa saja akun yang bukan pengupload terkena banned jadi saran saya pin yang terkena pelanggaran di hapus saja dan pengupload pin kena sangsinya,apl ini sudah sangat membantu dan fitur fitur yang ada sudah lumayan banyak dan ini sangat bagus untuk ada yang ingin mencari inspirasi atau hanya menyimpan foto yang anda miliki ada satu kendal ya itu masalah pelanggaran foto yang di nonaktifkan seharusnya yang terkena pelanggaran hanyalah pengupload pinfoto menurut saya ini sangat merugikan karena bisa saja akun yang bukan pengupload terkena banned jadi saran saya pin yang terkena pelanggaran di hapus saja dan pengupload pin kena sangsinya,"['apl', 'ini', 'sudah', 'sangat', 'membantu', 'dan', 'fitur', 'fitur', 'yang', 'ada', 'sudah', 'lumayan', 'banyak', 'dan', 'ini', 'sangat', 'bagus', 'untuk', 'ada', 'yang', 'ingin', 'mencari', 'inspirasi', 'atau', 'hanya', 'menyimpan', 'foto', 'yang', 'anda', 'miliki', 'ada', 'satu', 'kendal', 'ya', 'itu', 'masalah', 'pelanggaran', 'foto', 'yang', 'di', 'nonaktifkan', 'seharusnya', 'yang', 'terkena', 'pelanggaran', 'hanyalah', 'pengupload', 'pinfoto', 'menurut', 'saya', 'ini', 'sangat', 'merugikan', 'karena', 'bisa', 'saja', 'akun', 'yang', 'bukan', 'pengupload', 'terkena', 'banned', 'jadi', 'saran', 'saya', 'pin', 'yang', 'terkena', 'pelanggaran', 'di', 'hapus', 'saja', 'dan', 'pengupload', 'pin', 'kena', 'sangsinya']","['apl', 'membantu', 'fitur', 'fitur', 'lumayan', 'bagus', 'mencari', 'inspirasi', 'menyimpan', 'foto', 'miliki', 'kendal', 'ya', 'pelanggaran', 'foto', 'nonaktifkan', 'terkena', 'pelanggaran', 'pengupload', 'pinfoto', 'merugikan', 'akun', 'pengupload', 'terkena', 'banned', 'saran', 'pin', 'terkena', 'pelanggaran', 'hapus', 'pengupload', 'pin', 'kena', 'sangsinya']",apl bantu fitur fitur lumayan bagus cari inspirasi simpan foto milik kendal ya langgar foto nonaktif kena langgar pengupload pinfoto rugi akun pengupload kena banned saran pin kena langgar hapus pengupload pin kena sangsi
2025-01-21 02:16:41,video gabriel,2,"Aplikasi error,kagak bisa Login?Solusinya",Aplikasi errorkagak bisa LoginSolusinya,aplikasi errorkagak bisa loginsolusinya,aplikasi errorkagak bisa loginsolusinya,"['aplikasi', 'errorkagak', 'bisa', 'loginsolusinya']","['aplikasi', 'errorkagak', 'loginsolusinya']",aplikasi errorkagak loginsolusinya
2025-01-21 02:03:44,VANESYA LITA,1,Semuanya dri pinterest ini baik dan bagus saya kasi bintang 1 krn cmn saya yg gk baik,Semuanya dri pinterest ini baik dan bagus saya kasi bintang  krn cmn saya yg gk baik,semuanya dri pinterest ini baik dan bagus saya kasi bintang  krn cmn saya yg gk baik,semuanya dari pinterest ini baik dan bagus saya kasih bintang karena cuman saya yang tidak baik,"['semuanya', 'dari', 'pinterest', 'ini', 'baik', 'dan', 'bagus', 'saya', 'kasih', 'bintang', 'karena', 'cuman', 'saya', 'yang', 'tidak', 'baik']","['pinterest', 'bagus', 'kasih', 'bintang', 'cuman']",pinterest bagus kasih bintang cuman
2025-01-21 02:03:07,Priadi Kuncara,5,Funny,Funny,funny,funny,['funny'],['funny'],funny
2025-01-21 00:37:13,Nur Hadi,5,Mantapnya priterest,Mantapnya priterest,mantapnya priterest,mantapnya priterest,"['mantapnya', 'priterest']","['mantapnya', 'priterest']",mantap priterest
2025-01-21 00:16:55,Hades Entitas,1,Pinterestnya udah 2 kali didownload dan malah keluar aplikasi terus,Pinterestnya udah  kali didownload dan malah keluar aplikasi terus,pinterestnya udah  kali didownload dan malah keluar aplikasi terus,pinterestnya sudah kali didownload dan malah keluar aplikasi terus,"['pinterestnya', 'sudah', 'kali', 'didownload', 'dan', 'malah', 'keluar', 'aplikasi', 'terus']","['pinterestnya', 'kali', 'didownload', 'aplikasi']",pinterestnya kali didownload aplikasi
2025-01-20 22:09:15,nadiaa_,2,KNP AK GKBS LOGIN😡😡😡,KNP AK GKBS LOGIN,knp ak gkbs login,kenapa aku gkbs login,"['kenapa', 'aku', 'gkbs', 'login']","['gkbs', 'login']",gkbs login
2025-01-20 16:50:24,Hambali Hasim,4,mantap !!!,mantap ,mantap ,mantap,['mantap'],['mantap'],mantap
2025-01-20 15:06:29,Padmiyati,5,mempermudah saya mencari d foto dan aplikasi sangat bagus,mempermudah saya mencari d foto dan aplikasi sangat bagus,mempermudah saya mencari d foto dan aplikasi sangat bagus,mempermudah saya mencari di foto dan aplikasi sangat bagus,"['mempermudah', 'saya', 'mencari', 'di', 'foto', 'dan', 'aplikasi', 'sangat', 'bagus']","['mempermudah', 'mencari', 'foto', 'aplikasi', 'bagus']",mudah cari foto aplikasi bagus
2025-01-20 13:46:08,Eko Budiyanti,1,kenapa tiba2 gabisa masuk akun nya ya ? akun tiba2 hilang gitu aja,kenapa tiba gabisa masuk akun nya ya  akun tiba hilang gitu aja,kenapa tiba gabisa masuk akun nya ya  akun tiba hilang gitu aja,kenapa tiba masuk akun ya ya akun tiba hilang begitu saja,"['kenapa', 'tiba', 'masuk', 'akun', 'ya', 'ya', 'akun', 'tiba', 'hilang', 'begitu', 'saja']","['masuk', 'akun', 'ya', 'ya', 'akun', 'hilang']",masuk akun ya ya akun hilang
2025-01-20 13:37:52,Iwan Iwan,5,Bagass,Bagass,bagass,bagass,['bagass'],['bagass'],bagass
2025-01-20 12:38:48,Almira Irhandi,5,Sangat bagussss,Sangat bagussss,sangat bagussss,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus
2025-01-20 12:38:34,Aqilah Zahrah,5,ini apk nya sangat bagus saya suka sekali meskipun aga aga lag,ini apk nya sangat bagus saya suka sekali meskipun aga aga lag,ini apk nya sangat bagus saya suka sekali meskipun aga aga lag,ini apk ya sangat bagus saya suka sekali meskipun aga aga lag,"['ini', 'apk', 'ya', 'sangat', 'bagus', 'saya', 'suka', 'sekali', 'meskipun', 'aga', 'aga', 'lag']","['apk', 'ya', 'bagus', 'suka', 'aga', 'aga', 'lag']",apk ya bagus suka aga aga lag
