at,userName,score,content,cleaning,case_folding,normalisasi,stemming_data,sentiment
2025-01-29 02:49:40,Asmuth explore,5,Pasti tau dong knp ku kasih bintang lima ya karnaa... Karna baguss,Pasti tau dong knp ku kasih bintang lima ya karnaa Karna baguss,pasti tau dong knp ku kasih bintang lima ya karnaa karna baguss,pasti tau dong kenapa ku kasih bintang lima ya karnaa karena bagus,tau ku kasih bintang ya karnaa bagus,Positif
2025-01-29 02:44:14,Saznaz Divani Cahya,5,app ini sangat bagus untuk mencari referensi gambar atau foto lainnya.,app ini sangat bagus untuk mencari referensi gambar atau foto lainnya,app ini sangat bagus untuk mencari referensi gambar atau foto lainnya,app ini sangat bagus untuk mencari referensi gambar atau foto lainnya,app bagus cari referensi gambar foto,Positif
2025-01-29 01:56:32,Abdul Halim,5,Apl ini bagus karena menampilkan hampir seluruh model terutama busana2 Muslim/Muslimah.,Apl ini bagus karena menampilkan hampir seluruh model terutama busana MuslimMuslimah,apl ini bagus karena menampilkan hampir seluruh model terutama busana muslimmuslimah,apl ini bagus karena menampilkan hampir seluruh model terutama busana muslimmuslimah,apl bagus tampil model busana muslimmuslimah,Positif
2025-01-29 01:19:41,Karethoo03,5,"Terimakasih untuk Pinterest atas pengalaman : menggambar, menulis, membagi dan berkreasi "", Sekali lagi Terimakasih.""",Terimakasih untuk Pinterest atas pengalaman  menggambar menulis membagi dan berkreasi  Sekali lagi Terimakasih,terimakasih untuk pinterest atas pengalaman  menggambar menulis membagi dan berkreasi  sekali lagi terimakasih,terimakasih untuk pinterest atas pengalaman menggambar menulis membagi dan berkreasi sekali lagi terimakasih,terimakasih pinterest alam gambar tulis bagi kreasi terimakasih,Positif
2025-01-29 01:00:14,ashaa,3,Gambar nya sering ga bisa di unduh,Gambar nya sering ga bisa di unduh,gambar nya sering ga bisa di unduh,gambar ya sering tidak bisa di unduh,gambar ya unduh,Negatif
2025-01-29 00:29:32,Dirman Dirman,5,Menurut aku ini bagus karna bisa bikin t shirt di Roblox pokok Naya baguss dehh 😊😊☺️,Menurut aku ini bagus karna bisa bikin t shirt di Roblox pokok Naya baguss dehh ,menurut aku ini bagus karna bisa bikin t shirt di roblox pokok naya baguss dehh ,menurut aku ini bagus karena bisa bikin t shirt di roblox pokok naya bagus deh,bagus bikin t shirt roblox pokok naya bagus deh,Positif
2025-01-29 00:26:52,RM.MANSHURIN WAKATOBI,5,Mantap sekali,Mantap sekali,mantap sekali,mantap sekali,mantap,Positif
2025-01-28 23:29:06,Rossi Dach,4,"Apk nya sudah bagus, cuma kenapa ga ga bisa di save itu video atau fotonyaa?!!",Apk nya sudah bagus cuma kenapa ga ga bisa di save itu video atau fotonyaa,apk nya sudah bagus cuma kenapa ga ga bisa di save itu video atau fotonyaa,apk ya sudah bagus cuma kenapa tidak tidak bisa di save itu video atau fotonyaa,apk ya bagus save video fotonyaa,Positif
2025-01-28 23:28:55,Sucia Wati,1,Gak bagus banget ngelg lagii,Gak bagus banget ngelg lagii,gak bagus banget ngelg lagii,tidak bagus banget ngelg lagi,bagus banget ngelg,Negatif
2025-01-28 23:01:57,Made Bayu,4,Ya klo bisa jangan isi pasword dll soalnya aku masih kls 2 SD,Ya klo bisa jangan isi pasword dll soalnya aku masih kls  SD,ya klo bisa jangan isi pasword dll soalnya aku masih kls  sd,ya kalau bisa jangan isi pasword dll soalnya aku masih kls sd,ya isi pasword dll kls sd,Positif
2025-01-28 17:58:34,EvanKembuan Kembuan,5,"Assalamualaikum, rumah kasih",Assalamualaikum rumah kasih,assalamualaikum rumah kasih,assalamualaikum rumah kasih,assalamualaikum rumah kasih,Positif
2025-01-28 14:45:42,Quinza Elmira,5,Look at that,Look at that,look at that,look at that,look at that,Positif
2025-01-28 14:05:11,Muhammad Ade Mujakki,5,Sangat berguna untuk mencari ide ide art atau yang lain nya di aplikasi ini,Sangat berguna untuk mencari ide ide art atau yang lain nya di aplikasi ini,sangat berguna untuk mencari ide ide art atau yang lain nya di aplikasi ini,sangat berguna untuk mencari ide ide art atau yang lain ya di aplikasi ini,guna cari ide ide art ya aplikasi,Positif
2025-01-28 13:29:20,Jaka S,1,pas aku daftar kok gak bisa si,pas aku daftar kok gak bisa si,pas aku daftar kok gak bisa si,pas aku daftar kok tidak bisa sih,pas daftar sih,Negatif
2025-01-28 12:33:33,Nirah Zee,3,Aplikasi ini bagus tapi saat aku mendaftar aku tidak bisa mendaftar dengan lancar,Aplikasi ini bagus tapi saat aku mendaftar aku tidak bisa mendaftar dengan lancar,aplikasi ini bagus tapi saat aku mendaftar aku tidak bisa mendaftar dengan lancar,aplikasi ini bagus tapi saat aku mendaftar aku tidak bisa mendaftar dengan lancar,aplikasi bagus daftar daftar lancar,Negatif
2025-01-28 11:46:13,defa rakif,5,brooo is very sus,brooo is very sus,brooo is very sus,brooo is very sus,brooo is very sus,Positif
2025-01-28 11:23:05,114_zaskia Putri,3,"Apk nya bagus, cuman ketika saya mencoba untuk membuka lagi untuk scrool2 kok tb2 loading lama bangett, padahal jaringan disini lancar2 aja, trus ada tulisan ""ada masalah, harap di coba lagi"" akhirnya ku uinstall eh pas udh ku install lagi trus di suruh login pake email ttp g bisa dong ttp ada tulisan ""ada masalah silahkan di coba lagi""",Apk nya bagus cuman ketika saya mencoba untuk membuka lagi untuk scrool kok tb loading lama bangett padahal jaringan disini lancar aja trus ada tulisan ada masalah harap di coba lagi akhirnya ku uinstall eh pas udh ku install lagi trus di suruh login pake email ttp g bisa dong ttp ada tulisan ada masalah silahkan di coba lagi,apk nya bagus cuman ketika saya mencoba untuk membuka lagi untuk scrool kok tb loading lama bangett padahal jaringan disini lancar aja trus ada tulisan ada masalah harap di coba lagi akhirnya ku uinstall eh pas udh ku install lagi trus di suruh login pake email ttp g bisa dong ttp ada tulisan ada masalah silahkan di coba lagi,apk ya bagus cuman ketika saya mencoba untuk membuka lagi untuk scrool kok tb loading lama banget padahal jaringan disini lancar saja terus ada tulisan ada masalah harap di coba lagi akhirnya ku uinstall eh pas sudah ku install lagi terus di suruh login pakai email tetap tidak bisa dong tetap ada tulisan ada masalah silakan di coba lagi,apk ya bagus cuman coba buka scrool tb loading banget jaring lancar tulis harap coba ku uinstall eh pas ku install suruh login pakai email tulis sila coba,Negatif
2025-01-28 10:54:28,Chanz Lai,5,"belum coba, smoga bermanfaat tuk kita",belum coba smoga bermanfaat tuk kita,belum coba smoga bermanfaat tuk kita,belum coba semoga bermanfaat untuk kita,coba moga manfaat,Positif
2025-01-28 10:01:38,hafizah,5,"Suka bgt sama apknya, keren",Suka bgt sama apknya keren,suka bgt sama apknya keren,suka banget sama apknya keren,suka banget apknya keren,Positif
2025-01-28 09:57:02,Murjiyati Wijayanti,2,Usia nya semua salah,Usia nya semua salah,usia nya semua salah,usia ya semua salah,usia ya salah,Negatif
2025-01-28 07:55:46,ainul Mardhiah,5,BAGUSSS BNGTTT SUMFAHH,BAGUSSS BNGTTT SUMFAHH,bagusss bngttt sumfahh,bagus banget sumfahh,bagus banget sumfahh,Positif
2025-01-28 07:48:20,Hamami A,5,"akuu pernah pinjem di hp tmn ku untuk liat aplikasi ini,,,aku gaa espek kalo aplikasi nyaa bagusss",akuu pernah pinjem di hp tmn ku untuk liat aplikasi iniaku gaa espek kalo aplikasi nyaa bagusss,akuu pernah pinjem di hp tmn ku untuk liat aplikasi iniaku gaa espek kalo aplikasi nyaa bagusss,aku pernah pinjem di hp teman ku untuk lihat aplikasi iniaku tidak espek kalau aplikasi nya bagus,pinjem hp teman ku lihat aplikasi iniaku espek aplikasi nya bagus,Positif
2025-01-28 07:05:21,Nayla Brilian,5,bagusss bangettt lengkaapp lagiii akuu juga nyari foto mashuda22 ketemuuuu,bagusss bangettt lengkaapp lagiii akuu juga nyari foto mashuda ketemuuuu,bagusss bangettt lengkaapp lagiii akuu juga nyari foto mashuda ketemuuuu,bagus banget lengkaapp lagi aku juga mencari foto mashuda ketemuuuu,bagus banget lengkaapp cari foto mashuda ketemuuuu,Positif
2025-01-28 06:54:19,Jambu Cristal,5,Bagussssssss,Bagussssssss,bagussssssss,bagussssssss,bagussssssss,Positif
2025-01-28 05:18:54,Yola Jojo,2,Masa pas aku udh tulis umur ko gakbisa 😞,Masa pas aku udh tulis umur ko gakbisa ,masa pas aku udh tulis umur ko gakbisa ,masa pas aku sudah tulis umur kok gakbisa,pas tulis umur gakbisa,Negatif
2025-01-28 05:08:24,Andrea Pangalila,1,"Tanggal lahirnya ga bisa dimasukkin, padahal udh coba berkali2, tetep aja ga bisa dimasukkin. Bikin orang jdi bete aja...",Tanggal lahirnya ga bisa dimasukkin padahal udh coba berkali tetep aja ga bisa dimasukkin Bikin orang jdi bete aja,tanggal lahirnya ga bisa dimasukkin padahal udh coba berkali tetep aja ga bisa dimasukkin bikin orang jdi bete aja,tanggal lahirnya tidak bisa dimasukkin padahal sudah coba berkali tetap saja tidak bisa dimasukkin bikin orang jadi bete saja,tanggal lahir dimasukkin coba kali dimasukkin bikin orang bete,Negatif
2025-01-28 04:53:27,Gibran Dachy,1,Sangat2 jelek aplikasi nya harus pake email segala🤬🤬,Sangat jelek aplikasi nya harus pake email segala,sangat jelek aplikasi nya harus pake email segala,sangat jelek aplikasi ya harus pakai email segala,jelek aplikasi ya pakai email,Negatif
2025-01-28 03:46:10,Cahaya Harahap,4,Sangat bagus tapi tolong dong orng orng yang foto yang tidk pantas di bened,Sangat bagus tapi tolong dong orng orng yang foto yang tidk pantas di bened,sangat bagus tapi tolong dong orng orng yang foto yang tidk pantas di bened,sangat bagus tapi tolong dong orang orang yang foto yang tidk pantas di bened,bagus tolong orang orang foto tidk bened,Positif
2025-01-28 02:55:45,Mutiara Dewi,5,bisa banyak dapet gambar,bisa banyak dapet gambar,bisa banyak dapet gambar,bisa banyak dapat gambar,gambar,Positif
2025-01-28 02:08:50,Indah Rahmawati,5,"BAGUS BGT SUMPAH, foto""nya lucu"" bgt, apa lg di jadiin pfp, bagus titik GK ada koma PAHAM!🖐️",BAGUS BGT SUMPAH fotonya lucu bgt apa lg di jadiin pfp bagus titik GK ada koma PAHAM,bagus bgt sumpah fotonya lucu bgt apa lg di jadiin pfp bagus titik gk ada koma paham,bagus banget sumpah fotonya lucu banget apa lagi di jadikan pfp bagus titik tidak ada koma paham,bagus banget sumpah foto lucu banget jadi pfp bagus titik koma paham,Positif
2025-01-28 02:02:02,anisa aulia,4,bagus sih bagus tapi kok gak bisa di perbarui sih!?,bagus sih bagus tapi kok gak bisa di perbarui sih,bagus sih bagus tapi kok gak bisa di perbarui sih,bagus sih bagus tapi kok tidak bisa di perbarui sih,bagus sih bagus baru sih,Positif
2025-01-28 01:55:33,Rizal Aly Hidayat,1,ko ga muncul gambarnya sih aneh bgt dh ni aplikasi,ko ga muncul gambarnya sih aneh bgt dh ni aplikasi,ko ga muncul gambarnya sih aneh bgt dh ni aplikasi,kok tidak muncul gambarnya sih aneh banget dah nih aplikasi,muncul gambar sih aneh banget dah nih aplikasi,Negatif
2025-01-28 01:37:58,Maulana Yusuf,5,Bagus sekaliii😍😍😍😍😍,Bagus sekaliii,bagus sekaliii,bagus sekaliii,bagus sekaliii,Positif
2025-01-28 00:55:13,Masihono,5,apk nya bagus biasanya aku pake apk ini kalau lagi mau cari foto atau mau cari ide foto yg bagus pokoknya apk ini membantu banget,apk nya bagus biasanya aku pake apk ini kalau lagi mau cari foto atau mau cari ide foto yg bagus pokoknya apk ini membantu banget,apk nya bagus biasanya aku pake apk ini kalau lagi mau cari foto atau mau cari ide foto yg bagus pokoknya apk ini membantu banget,apk ya bagus biasanya aku pakai apk ini kalau lagi mau cari foto atau mau cari ide foto yang bagus pokoknya apk ini membantu banget,apk ya bagus pakai apk cari foto cari ide foto bagus pokok apk bantu banget,Positif
2025-01-27 21:58:20,zero aja,5,Keren banget... Enak banget utk cari referensi melukis ku,Keren banget Enak banget utk cari referensi melukis ku,keren banget enak banget utk cari referensi melukis ku,keren banget enak banget untuk cari referensi melukis ku,keren banget enak banget cari referensi luk ku,Positif
2025-01-27 15:01:54,ardi,1,Pin Ko Akun Gua Di Ben Knp Ada Apa !!,Pin Ko Akun Gua Di Ben Knp Ada Apa ,pin ko akun gua di ben knp ada apa ,pin kok akun gua di ben kenapa ada apa,pin akun gua ben,Negatif
2025-01-27 14:48:33,Crys All,1,Stuck blank when searching,Stuck blank when searching,stuck blank when searching,stuck blank when searching,stuck blank when searching,Negatif
2025-01-27 14:39:07,Achmad Band,5,Top app,Top app,top app,top app,top app,Positif
2025-01-27 14:03:51,qoila naurosaufaa,5,mantap bjir cihuy hahay,mantap bjir cihuy hahay,mantap bjir cihuy hahay,mantap bjir cihuy hahay,mantap bjir cihuy hahay,Positif
2025-01-27 12:10:58,Raihana,5,bagusssssss dowlnoad ajaaa,bagusssssss dowlnoad ajaaa,bagusssssss dowlnoad ajaaa,bagusssssss dowlnoad saja,bagusssssss dowlnoad,Positif
2025-01-27 11:53:04,Mulia Rahayu,5,"bagus,berguna banget buat aku yang masih pelajar",bagusberguna banget buat aku yang masih pelajar,bagusberguna banget buat aku yang masih pelajar,bagusberguna banget buat aku yang masih pelajar,bagusberguna banget ajar,Positif
2025-01-27 11:15:23,Budy Utama,2,Tidak bisa untuk mendownload gambar mau pakai cara apapun.,Tidak bisa untuk mendownload gambar mau pakai cara apapun,tidak bisa untuk mendownload gambar mau pakai cara apapun,tidak bisa untuk mendownload gambar mau pakai cara apapun,mendownload gambar pakai apa,Negatif
2025-01-27 10:52:20,Amalia Widia,4,"Bagus sih buat cari ide.. Cm sayang, skrng bnyk iklan.. 😒",Bagus sih buat cari ide Cm sayang skrng bnyk iklan ,bagus sih buat cari ide cm sayang skrng bnyk iklan ,bagus sih buat cari ide cuma sayang sekarang banyak iklan,bagus sih cari ide sayang iklan,Positif
2025-01-27 08:10:48,Djayadi DJayadi,5,Bagus bgt kalo bingung dan llnya jadi tau gara² aplikasi ini loh,Bagus bgt kalo bingung dan llnya jadi tau gara aplikasi ini loh,bagus bgt kalo bingung dan llnya jadi tau gara aplikasi ini loh,bagus banget kalau bingung dan llnya jadi tau gara aplikasi ini loh,bagus banget bingung llnya tau gara aplikasi loh,Positif
2025-01-27 08:03:50,angga644 jkt,5,cukup menarik.,cukup menarik,cukup menarik,cukup menarik,tarik,Positif
2025-01-27 07:35:12,Azaira Putri,5,Ahh mbohh moo ksi ap.,Ahh mbohh moo ksi ap,ahh mbohh moo ksi ap,ah mbohh moo ksi apa,ah mbohh moo ksi,Positif
2025-01-27 07:32:08,Pengguna Google,5,Cuuu bgttttt,Cuuu bgttttt,cuuu bgttttt,cuuu bgttttt,cuuu bgttttt,Positif
2025-01-27 07:06:41,Zero Cin,3,Bagus si cuma login nya susah banget,Bagus si cuma login nya susah banget,bagus si cuma login nya susah banget,bagus sih cuma login ya susah banget,bagus sih login ya susah banget,Negatif
2025-01-27 06:22:04,rokim lisa,5,Karna aku bisa cari foto foto,Karna aku bisa cari foto foto,karna aku bisa cari foto foto,karena aku bisa cari foto foto,cari foto foto,Positif
2025-01-27 05:39:18,Pengguna Google,5,Bagus saat saya mencobanya baguss sekali yang buat ini pinter....... Banget bintang 5 dari aku,Bagus saat saya mencobanya baguss sekali yang buat ini pinter Banget bintang  dari aku,bagus saat saya mencobanya baguss sekali yang buat ini pinter banget bintang  dari aku,bagus saat saya mencobanya bagus sekali yang buat ini pintar banget bintang dari aku,bagus coba bagus pintar banget bintang,Positif
2025-01-27 05:01:32,yara jawa,3,Aplikasi Nya bagus tapi.... Kadang bermasalah jadi untuk rating nya saya beri 3 saja semoga aplikasi nya enggak bermasalah lagi dan semoga rating nya berguna,Aplikasi Nya bagus tapi Kadang bermasalah jadi untuk rating nya saya beri  saja semoga aplikasi nya enggak bermasalah lagi dan semoga rating nya berguna,aplikasi nya bagus tapi kadang bermasalah jadi untuk rating nya saya beri  saja semoga aplikasi nya enggak bermasalah lagi dan semoga rating nya berguna,aplikasi ya bagus tapi kadang bermasalah jadi untuk rating ya saya beri saja semoga aplikasi ya enggak bermasalah lagi dan semoga rating ya berguna,aplikasi ya bagus kadang masalah rating ya moga aplikasi ya masalah moga rating ya guna,Negatif
2025-01-27 04:49:09,Tina Wonorejo,5,Me ibu tidak biasaa kak nah lah 😓,Me ibu tidak biasaa kak nah lah ,me ibu tidak biasaa kak nah lah ,me ibu tidak biasa kak nah lah,me kak,Positif
2025-01-27 03:52:32,Heslynamoethalib David Owen,4,"It would be good to watch and learn the samplings here at every creations, productions, publications things 🤔😷🫥👌🤙🤝👍🥳",It would be good to watch and learn the samplings here at every creations productions publications things ,it would be good to watch and learn the samplings here at every creations productions publications things ,itu would be good tapi watch and learn the samplings here at every creations productions publications things,would be good watch and learn the samplings here at every creations productions publications things,Positif
2025-01-27 03:35:52,Titis Mulyani,5,Bagus👍🏻,Bagus,bagus,bagus,bagus,Positif
2025-01-26 23:34:08,Gita Elida,5,sangat bagus!,sangat bagus,sangat bagus,sangat bagus,bagus,Positif
2025-01-26 23:32:05,Flower Syaraa,1,"tiba-tiba ke muat ulang sendiri, padahal ga ngapa ngapain. nyebelin banget. mana gabisa nyari gambar yg persis lagi, tolong banget balikin pinterest kaya dulu lagi.",tibatiba ke muat ulang sendiri padahal ga ngapa ngapain nyebelin banget mana gabisa nyari gambar yg persis lagi tolong banget balikin pinterest kaya dulu lagi,tibatiba ke muat ulang sendiri padahal ga ngapa ngapain nyebelin banget mana gabisa nyari gambar yg persis lagi tolong banget balikin pinterest kaya dulu lagi,tibatiba ke muat ulang sendiri padahal tidak ngapa mengapai menyebalkan banget mana mencari gambar yang persis lagi tolong banget balikin pinterest kayak dulu lagi,tibatiba muat ulang ngapa kapai sebal banget cari gambar persis tolong banget balikin pinterest kayak,Negatif
2025-01-26 22:54:53,seokjinkim 12,3,"Tolong kembalikan Pinterest seperti dulu lagi. Sekarang kalau mau cari gambar, yang muncul gak sesuai sama kata kunci pencarian.",Tolong kembalikan Pinterest seperti dulu lagi Sekarang kalau mau cari gambar yang muncul gak sesuai sama kata kunci pencarian,tolong kembalikan pinterest seperti dulu lagi sekarang kalau mau cari gambar yang muncul gak sesuai sama kata kunci pencarian,tolong kembalikan pinterest seperti dulu lagi sekarang kalau mau cari gambar yang muncul tidak sesuai sama kata kunci pencarian,tolong kembali pinterest cari gambar muncul sesuai kunci cari,Negatif
2025-01-26 20:56:54,Irvan Drjt,5,Penuh ilmu,Penuh ilmu,penuh ilmu,penuh ilmu,penuh ilmu,Positif
2025-01-26 19:48:18,agra doank,1,app ini melanggar otorisasi update otomatis karena ingin memaksakan pembaharuan yang dipenuhi iklan intrusif. sangat buruk !,app ini melanggar otorisasi update otomatis karena ingin memaksakan pembaharuan yang dipenuhi iklan intrusif sangat buruk ,app ini melanggar otorisasi update otomatis karena ingin memaksakan pembaharuan yang dipenuhi iklan intrusif sangat buruk ,app ini melanggar otorisasi update otomatis karena ingin memaksakan pembaharuan yang dipenuhi iklan intrusif sangat buruk,app langgar otorisasi update otomatis paksa baharu penuh iklan intrusif buruk,Negatif
2025-01-26 18:26:51,Ricky Gushendra,5,Perfect.,Perfect,perfect,perfect,perfect,Positif
2025-01-26 17:40:25,Beni Siging,5,Kereen,Kereen,kereen,keren,keren,Positif
2025-01-26 16:30:21,PAIJO GAMING,5,buat pecinta anime ini apk solid menurut gw sihh,buat pecinta anime ini apk solid menurut gw sihh,buat pecinta anime ini apk solid menurut gw sihh,buat pecinta anime ini apk solid menurut gue sih,cinta anime apk solid gue sih,Positif
2025-01-26 15:33:44,Khanza Kharissa,5,"Aplikasi ini sangat bagus , karna disini kita bisa nyari foto siapapun yang kita mau akan muncul,jadi semua foto yang kita inginkan bisa kita simpan loh ke album",Aplikasi ini sangat bagus  karna disini kita bisa nyari foto siapapun yang kita mau akan munculjadi semua foto yang kita inginkan bisa kita simpan loh ke album,aplikasi ini sangat bagus  karna disini kita bisa nyari foto siapapun yang kita mau akan munculjadi semua foto yang kita inginkan bisa kita simpan loh ke album,aplikasi ini sangat bagus karena disini kita bisa mencari foto siapapun yang kita mau akan munculjadi semua foto yang kita inginkan bisa kita simpan loh ke album,aplikasi bagus cari foto munculjadi foto simpan loh album,Positif
2025-01-26 13:58:30,Zakielah family,5,Sudah sangat bagus namun saya menyarankan pencadangannya bisa diperlamah lagi tidak hanya 2 bulan,Sudah sangat bagus namun saya menyarankan pencadangannya bisa diperlamah lagi tidak hanya  bulan,sudah sangat bagus namun saya menyarankan pencadangannya bisa diperlamah lagi tidak hanya  bulan,sudah sangat bagus namun saya menyarankan pencadangannya bisa diperlamah lagi tidak hanya bulan,bagus saran cadang diperlamah,Positif
2025-01-26 13:18:23,Earlino nagata,5,my suggestion is to add size features like 9:16 and 16:9,my suggestion is to add size features like  and ,my suggestion is to add size features like  and ,my suggestion is tapi ada size features like and,my suggestion is size features like and,Positif
2025-01-26 13:06:38,raisha azza,5,"Ofc 5 , karna bikin shading gacha ku LBH bgs🎀",Ofc   karna bikin shading gacha ku LBH bgs,ofc   karna bikin shading gacha ku lbh bgs,ofc karena bikin shading gacha ku lebih bagus,ofc bikin shading gacha ku bagus,Positif
2025-01-26 13:05:42,Dias Yusti,1,gajelas ribet banget pake tanda lahir pas dimasukin gabisa gajelas,gajelas ribet banget pake tanda lahir pas dimasukin gabisa gajelas,gajelas ribet banget pake tanda lahir pas dimasukin gabisa gajelas,ribet banget pakai tanda lahir pas dimasuki,ribet banget pakai tanda lahir pas masuk,Negatif
2025-01-26 12:53:01,Muhammad Dihya,5,Aplikasi nya sangat bagus bisa cari wallpaper dan video.,Aplikasi nya sangat bagus bisa cari wallpaper dan video,aplikasi nya sangat bagus bisa cari wallpaper dan video,aplikasi ya sangat bagus bisa cari wallpaper dan video,aplikasi ya bagus cari wallpaper video,Positif
2025-01-26 12:11:07,Deni Susanti Ferisade,5,Sangat lengkap dan keren,Sangat lengkap dan keren,sangat lengkap dan keren,sangat lengkap dan keren,lengkap keren,Positif
2025-01-26 12:00:37,Angel Rahel,5,Sangat sempurna dan bagus,Sangat sempurna dan bagus,sangat sempurna dan bagus,sangat sempurna dan bagus,sempurna bagus,Positif
2025-01-26 11:39:15,Saida Azmya,2,"Sebenarnya dah dulu sekali akunku ke privat sendiri tdk bisa dialihkan. Gak tau kenapa klik pengaturan agar tidak di privat malah gk bisa. Akun kk ku gk knp2 jg kalo klik pengaturan bisa diubah, cuma milikku aja GK boleh. Tolong diperbaiki agar akunku bisa diubah pengaturannya 🙏",Sebenarnya dah dulu sekali akunku ke privat sendiri tdk bisa dialihkan Gak tau kenapa klik pengaturan agar tidak di privat malah gk bisa Akun kk ku gk knp jg kalo klik pengaturan bisa diubah cuma milikku aja GK boleh Tolong diperbaiki agar akunku bisa diubah pengaturannya ,sebenarnya dah dulu sekali akunku ke privat sendiri tdk bisa dialihkan gak tau kenapa klik pengaturan agar tidak di privat malah gk bisa akun kk ku gk knp jg kalo klik pengaturan bisa diubah cuma milikku aja gk boleh tolong diperbaiki agar akunku bisa diubah pengaturannya ,sebenarnya sudah dulu sekali akunku ke privat sendiri tidak bisa dialihkan tidak tau kenapa klik pengaturan agar tidak di privat malah tidak bisa akun kakak ku tidak kenapa juga kalau klik pengaturan bisa diubah cuma milikku saja tidak boleh tolong diperbaiki agar akunku bisa diubah pengaturannya,akun privat alih tau klik atur privat akun kakak ku klik atur ubah milik tolong baik akun ubah atur,Negatif
2025-01-26 11:32:50,Pengguna Google,5,Bagus dan berguna nu tubikin vidio,Bagus dan berguna nu tubikin vidio,bagus dan berguna nu tubikin vidio,bagus dan berguna nu tubikin vidio,bagus guna nu tubikin vidio,Positif
2025-01-26 11:00:10,Kila Adivia,4,"baguss dan menarik juga... bintang 4 buat pinterest, menurut aku aplikasi ini lumayan berfungsi apalagi kalo mau bikin au/mau ambil foto atau vidio dari fans kita pasti ada",baguss dan menarik juga bintang  buat pinterest menurut aku aplikasi ini lumayan berfungsi apalagi kalo mau bikin aumau ambil foto atau vidio dari fans kita pasti ada,baguss dan menarik juga bintang  buat pinterest menurut aku aplikasi ini lumayan berfungsi apalagi kalo mau bikin aumau ambil foto atau vidio dari fans kita pasti ada,bagus dan menarik juga bintang buat pinterest menurut aku aplikasi ini lumayan berfungsi apalagi kalau mau bikin aumau ambil foto atau vidio dari fan kita pasti ada,bagus tarik bintang pinterest aplikasi lumayan fungsi bikin aumau ambil foto vidio fan,Positif
2025-01-26 10:38:34,Sri Aulia,5,aplikasinya sangat bagus foto nya juga jerni dan lengkap semua,aplikasinya sangat bagus foto nya juga jerni dan lengkap semua,aplikasinya sangat bagus foto nya juga jerni dan lengkap semua,aplikasinya sangat bagus foto ya juga jerni dan lengkap semua,aplikasi bagus foto ya jerni lengkap,Positif
2025-01-26 10:22:01,Eko Sulistiyo,4,mayann lahhh worithhh buattt diii downloaddd,mayann lahhh worithhh buattt diii downloaddd,mayann lahhh worithhh buattt diii downloaddd,lumayan lah worithhh buattt diii downloaddd,lumayan worithhh buattt diii downloaddd,Positif
2025-01-26 08:26:58,Rofikun Rofik,4,Cocok,Cocok,cocok,cocok,cocok,Positif
2025-01-26 08:23:34,Sendok Garpu,5,Suka bgt,Suka bgt,suka bgt,suka banget,suka banget,Positif
2025-01-26 07:12:22,BARAT X123,5,Singkat padat jelas,Singkat padat jelas,singkat padat jelas,singkat padat jelas,singkat padat,Positif
2025-01-26 06:02:52,Fitri Fitri,5,Bagus banget aku suka apalagi untuk ngambil foto idola kesayangan ku aku suka dengan pin ini tapii kalok bisa di buat yang lebih bagus ya aku suka kok sama pin apalagi foto ya bagus dan jernih banget,Bagus banget aku suka apalagi untuk ngambil foto idola kesayangan ku aku suka dengan pin ini tapii kalok bisa di buat yang lebih bagus ya aku suka kok sama pin apalagi foto ya bagus dan jernih banget,bagus banget aku suka apalagi untuk ngambil foto idola kesayangan ku aku suka dengan pin ini tapii kalok bisa di buat yang lebih bagus ya aku suka kok sama pin apalagi foto ya bagus dan jernih banget,bagus banget aku suka apalagi untuk ngambil foto idola kesayangan ku aku suka dengan pin ini tapi kalau bisa di buat yang lebih bagus ya aku suka kok sama pin apalagi foto ya bagus dan jernih banget,bagus banget suka ngambil foto idola sayang ku suka pin bagus ya suka pin foto ya bagus jernih banget,Positif
2025-01-26 06:00:37,Herma Maher,5,Pencarian gambar yang akurat,Pencarian gambar yang akurat,pencarian gambar yang akurat,pencarian gambar yang akurat,cari gambar akurat,Positif
2025-01-26 05:06:55,Uswatun khasanah Bulqia,5,Aplikasi ini bagus untuk mencari ide welpeper dll,Aplikasi ini bagus untuk mencari ide welpeper dll,aplikasi ini bagus untuk mencari ide welpeper dll,aplikasi ini bagus untuk mencari ide welpeper dll,aplikasi bagus cari ide welpeper dll,Positif
